Societe;Facture;Date d'echeance;Montant du;Montant total;Client;Document d'origine
Quincaillerie de La Mer;FAC/2017/0294;2017-12-04;7606308.0;7606308.0;MOISE DIEGO;
Quincaillerie de La Mer;FAC/2020/12309;2020-09-08;380208.0;380208.0;CHANTIER TANA 10M2;VQLM46329
Quincaillerie de La Mer;FAC/2019/10962;2019-08-03;7781002.01;7781002.01;SAGECOM Energy & Telecom;VQLM22937
Quincaillerie de La Mer;FAC/2018/2409;2018-03-16;400006.72000000003;366240006.72;TRANOMBAROTRA YOUNOUS TULEAR;VQLM3398
Quincaillerie de La Mer;FAC/2017/0248;2017-12-04;137556527.0;137556527.0;DOKANY QLM;
Quincaillerie de La Mer;FAC/2019/4198;2019-03-27;89292960.0;179292960.0;TRANOMBAROTRA YOUNOUS TULEAR;VQLM18792
Quincaillerie de La Mer;FAC/2019/4200;2019-03-27;157593600.0;157593600.0;TRANOMBAROTRA YOUNOUS TULEAR;VQLM18795
Quincaillerie de La Mer;FAC/2019/7231;2019-05-28;25000.0;-25000.0;SIGARA;
Quincaillerie de La Mer;FAC/2017/0280;2017-12-04;14366070.07;14366070.07;SAÏD Yolland Moise;
Quincaillerie de La Mer;FAC/2018/7732;2018-08-21;268229.99;268229.99;SAÏD Yolland Moise;VQLM8318
Quincaillerie de La Mer;FAC/2019/14773;2019-10-12;76899.99;76899.99;SAÏD Yolland Moise;VQLM29440
Quincaillerie de La Mer;FAC/2019/16333;2019-11-09;60100.0;60100.0;SAÏD Yolland Moise;VQLM31036
Quincaillerie de La Mer;FAC/2020/5428;2020-04-21;14220.0;14220.0;SAÏD Yolland Moise;VQLM39477
Quincaillerie de La Mer;FAC/2020/6102;2020-05-07;126000.0;126000.0;SAÏD Yolland Moise;VQLM40151
Quincaillerie de La Mer;FAC/2020/16500;2020-12-03;1762084.01;1762084.01;BHAIDJY Mourtouza;VQLM50602
Quincaillerie de La Mer;FAC/2017/0341;2017-12-04;1465500.0;1465500.0;EDEN LODGE;
Quincaillerie de La Mer;FAC/2018/12695;2018-12-12;1054931.76;485006571.83;ROUNAKALA;VQLM13703
Quincaillerie de La Mer;FAC/2018/13287;2018-12-23;29909132.21;457409132.21000004;ROUNAKALA;VQLM10846
Quincaillerie de La Mer;FAC/2018/13373;2018-12-26;46000090.0;207000090.0;ROUNAKALA;VQLM9871
Quincaillerie de La Mer;FAC/2019/0257;2019-01-07;12100809.120000001;214602009.12;ROUNAKALA;VQLM14866
Quincaillerie de La Mer;FAC/2019/0260;2019-01-07;733047.08;115263974.4;ROUNAKALA;VQLM11209
Quincaillerie de La Mer;FAC/2019/0262;2019-01-07;7130728.640000001;84630728.64;ROUNAKALA;VQLM9675
Quincaillerie de La Mer;FAC/2019/0516;2019-01-11;21743977.36;248243978.16;ROUNAKALA;VQLM15145
Quincaillerie de La Mer;FAC/2019/1299;2019-01-28;52815879.04;102815879.04;ROUNAKALA;VQLM15910
Quincaillerie de La Mer;FAC/2020/4963;2020-04-07;72000.0;-72000.0;SAKATIA LODGE;REMISE COMMERCIALE SUR FAC/2020/1410
Quincaillerie de La Mer;FAC/2019/1300;2019-01-28;58271881.730000004;118271881.73;ROUNAKALA;VQLM15911
Quincaillerie de La Mer;FAC/2019/3611;2019-03-16;21156000.830000002;21156000.830000002;ROUNAKALA;VQLM18203
Quincaillerie de La Mer;FAC/2019/3838;2019-03-20;71143299.96000001;461604600.0;ROUNAKALA;VQLM18430
Quincaillerie de La Mer;FAC/2020/2793;2020-02-22;29338990.7;29338990.7;ROUNAKALA;VQLM36921
Quincaillerie de La Mer;FAC/2020/4305;2020-03-19;400803018.41;400803018.41;ROUNAKALA;VQLM38412
Quincaillerie de La Mer;FAC/2020/5387;2020-04-18;430893529.92;430893529.92;ROUNAKALA;VQLM34170
Quincaillerie de La Mer;FAC/2020/5619;2020-04-25;32140000.64;32140000.64;ROUNAKALA;VQLM39668
Quincaillerie de La Mer;FAC/2020/6478;2020-05-14;30003264.0;30003264.0;ROUNAKALA;VQLM40525
Quincaillerie de La Mer;FAC/2020/7930;2020-06-12;10405528.33;10405528.33;ROUNAKALA;VQLM41934
Quincaillerie de La Mer;FAC/2020/7932;2020-06-12;3264479.47;3264479.47;ROUNAKALA;VQLM41935
Quincaillerie de La Mer;FAC/2020/7339;2020-06-02;700000.08;700000.08;MANDROSO;VQLM41366
Quincaillerie de La Mer;FAC/2017/0410;2017-12-04;74180.0;74180.0;TOKY NAVAL;
Quincaillerie de La Mer;FAC/2020/1909;2020-02-08;0.12;1176120.0;CONSTRUCT;VQLM35990
Quincaillerie de La Mer;FAC/2020/4126;2020-03-17;0.01;215599.99;CONSTRUCT;VQLM38208
Quincaillerie de La Mer;FAC/2020/4273;2020-03-19;299500.0;299500.0;CONSTRUCT;VQLM38395
Quincaillerie de La Mer;FAC/2018/3940;2018-05-02;490000.0;490000.0;HASINA;VQLM4930
Quincaillerie de La Mer;FAC/2019/4714;2019-04-05;112299.99;224599.99;STIMCO;VQLM19305
Quincaillerie de La Mer;FAC/2019/5983;2019-05-03;112300.0;112300.0;STIMCO;VQLM20514
Quincaillerie de La Mer;FAC/2020/6659;2020-05-19;195000.01;195000.01;BRICO KOYTCHA;VQLM40706
Quincaillerie de La Mer;FAC/2020/1103;2020-01-21;6759.0;6759.0;MORAVELO Jean Aubert;VQLM35220
Quincaillerie de La Mer;FAC/2018/10297;2018-10-24;3328496.2600000002;3328496.2600000002;SAFINA ;VQLM11269
Quincaillerie de La Mer;FAC/2018/11604;2018-11-20;517791.42;517791.42;SAFINA ;VQLM12390
Quincaillerie de La Mer;FAC/2018/11607;2018-11-22;1776142.08;1776142.08;SAFINA ;VQLM12609
Quincaillerie de La Mer;FAC/2019/14784;2019-10-12;44000.0;44000.0;AUXIMAD;VQLM29453
Quincaillerie de La Mer;FAC/2017/0316;2017-12-04;3250000.0;3250000.0;BOULANGERIE MR ADIL;
Quincaillerie de La Mer;FAC/2019/15246;2019-10-19;129800.0;129800.0;TROPIC HOTEL;VQLM29927
Quincaillerie de La Mer;FAC/2020/6903;2020-05-23;324734.64;324734.64;BRICO KOYTCHA;VQLM40896
Quincaillerie de La Mer;FAC/2017/0300;2017-12-04;5647710.0;5647710.0;CHEINMAR TANA;
Quincaillerie de La Mer;FAC/2017/0235;2017-12-04;484995491.07;484995491.07;SAMBATEX;
Quincaillerie de La Mer;FAC/2019/14990;2019-10-16;16128.0;16128.0;RAVINALA AIRPORTS;VQLM29669
Quincaillerie de La Mer;FAC/2018/12480;2018-12-08;2590207.2;2590207.2;SAFINA ;VQLM12609
Quincaillerie de La Mer;FAC/2017/0323;2017-12-04;2651000.0;2651000.0;JO;
Quincaillerie de La Mer;FAC/2017/0234;2017-12-04;669391100.0;669391100.0;BAYA;
Quincaillerie de La Mer;FAC/2018/12589;2018-12-10;2557644.6;2557644.6;SAFINA ;VQLM13611
Quincaillerie de La Mer;FAC/2020/4884;2020-04-04;0.01;-18916000.01;PERE NOE;
Quincaillerie de La Mer;FAC/2020/11274;2020-08-19;553509.99;553509.99;CENTRE COMMERCIALE DE NOSYBE;VQLM45189
Quincaillerie de La Mer;FAC/2020/6091;2020-05-06;32940.0;32940.0;LES BOUCANIERS;VQLM40143
Quincaillerie de La Mer;FAC/2019/18794;2019-12-18;228700.0;261972000.0;MEHMOUD;VQLM33497
Quincaillerie de La Mer;FAC/2020/0677;2020-01-14;10435634.4;10435634.4;MEHMOUD;VQLM34793
Quincaillerie de La Mer;FAC/2020/11309;2020-08-19;6621947.640000001;6621947.640000001;MEHMOUD;VQLM45329
Quincaillerie de La Mer;FAC/2020/11448;2020-08-22;7200900.0;7200900.0;MEHMOUD;VQLM45469
Quincaillerie de La Mer;FAC/2020/12076;2020-09-04;500000.16000000003;500000.16000000003;CENTRE COMMERCIALE DE NOSYBE;VQLM46113
Quincaillerie de La Mer;FAC/2017/0263;2017-12-04;37705430.24;39878963.0;MAIC SARL CORAIL NOIR;
Quincaillerie de La Mer;FAC/2019/2920;2019-03-04;5114099.95;5114099.95;MEHMOUD;VQLM17526
Quincaillerie de La Mer;FAC/2020/10145;2020-07-29;48445.0;48445.0;BHAIDJY Mourtouza;VQLM44151
Quincaillerie de La Mer;FAC/2019/3892;2019-03-21;64791000.0;64791000.0;MEHMOUD;VQLM18467
Quincaillerie de La Mer;FAC/2019/11579;2019-08-13;31200000.0;31200000.0;MEHMOUD;VQLM26182
Quincaillerie de La Mer;FAC/2019/16296;2019-11-08;3078404.5100000002;3078404.5100000002;MEHMOUD;VQLM30980
Quincaillerie de La Mer;FAC/2017/0229;2017-12-04;1361722224.0;1754842224.0;KHALED ;
Quincaillerie de La Mer;FAC/2017/0403;2017-12-04;100000.0;100000.0;JERAM AIR MAD;
Quincaillerie de La Mer;FAC/2020/11287;2020-08-19;26685.0;26685.0;CENTRE COMMERCIALE DE NOSYBE;VQLM45311
Quincaillerie de La Mer;FAC/2020/11154;2020-08-17;95000.0;95000.0;CENTRE COMMERCIALE DE NOSYBE;VQLM45092
Quincaillerie de La Mer;FAC/2020/11620;2020-08-26;1812499.72;1812499.72;CENTRE COMMERCIALE DE NOSYBE;VQLM45654
Quincaillerie de La Mer;FAC/2020/11625;2020-08-26;52500.0;52500.0;CENTRE COMMERCIALE DE NOSYBE;VQLM45615
Quincaillerie de La Mer;FAC/2020/11737;2020-08-27;937499.86;937499.86;CENTRE COMMERCIALE DE NOSYBE;VQLM45762
Quincaillerie de La Mer;FAC/2017/0361;2017-12-04;736844.0;736844.0;CAMION QLM;
Quincaillerie de La Mer;FAC/2017/0251;2017-12-04;103320000.0;103320000.0;ZARA TOURS;
Quincaillerie de La Mer;FAC/2018/9727;2018-10-11;135000.0;135000.0;HASSANALY TAHERALY;VQLM10745
Quincaillerie de La Mer;FAC/2020/11249;2020-08-17;124000.01000000001;124000.01000000001;HERMANN;FAC/2020/11127
Quincaillerie de La Mer;FAC/2020/4875;2020-04-04;0.01;-6547225.3;A-CLIENT DIVERS;
Quincaillerie de La Mer;FAC/2020/4876;2020-04-04;0.01;-16750000.01;RAFIKY TANA;
Quincaillerie de La Mer;FAC/2017/0402;2017-12-04;106300.0;106300.0;GILLES SALIBA;
Quincaillerie de La Mer;FAC/2018/4444;2017-12-04;196003.16;75860751.28;COLAS MADAGASCAR;
Quincaillerie de La Mer;FAC/2020/4882;2020-04-04;0.01;-400000.01;MR JACKY EX CHEF D ESCALE;
Quincaillerie de La Mer;FAC/2020/4883;2020-04-04;0.01;-3803050.0100000002;JACKY DOUANIER;
Quincaillerie de La Mer;FAC/2020/4886;2020-04-04;0.01;-211000.01;DAMASE CMA CGM;
Quincaillerie de La Mer;FAC/2019/7655;2019-06-04;744659.5700000001;-744659.5700000001;CAROMAD ;
Quincaillerie de La Mer;FAC/2017/0305;2017-12-04;4745950.0;4745950.0;FIDALY TAHERALY NADJIMOUDINE;
Quincaillerie de La Mer;FAC/2019/0356;2019-01-09;6739739.140000001;-6739739.140000001;CAROMAD ;
Quincaillerie de La Mer;FAC/2017/0295;2017-12-04;7560000.0;7560000.0;SAMM;
Quincaillerie de La Mer;FAC/2019/0173;2019-01-04;6705536.4;-6705536.4;CAROMAD ;
Quincaillerie de La Mer;FAC/2019/0172;2019-01-04;13478400.0;-13478400.0;CAROMAD ;
Quincaillerie de La Mer;FAC/2018/12818;2018-12-13;29514.36;-29514.36;CAROMAD ;
Quincaillerie de La Mer;FAC/2018/12816;2018-12-13;52617.6;-52617.6;CAROMAD ;
Quincaillerie de La Mer;FAC/2018/12815;2018-12-13;59788.8;-59788.8;CAROMAD ;
Quincaillerie de La Mer;FAC/2018/11600;2018-11-22;4219200.0;-4219200.0;CAROMAD ;
Quincaillerie de La Mer;FAC/2017/0282;2017-12-04;13000800.0;13000800.0;DOKANY IMPORTE DIEGO;
Quincaillerie de La Mer;FAC/2020/7577;2020-06-06;0.01;-286102.9;ALIBAY MOURTAZA;
Quincaillerie de La Mer;FAC/2019/11103;2019-08-06;74421918.82000001;74421918.82000001;CHEINMAR TANA;VQLM17872
Quincaillerie de La Mer;FAC/2019/10620;2019-07-29;585784.71;-8805290.03;CERAMICA ;
Quincaillerie de La Mer;FAC/2017/0395;2017-12-04;182870.6;182870.6;FLORENCE BOURDAIS;
Quincaillerie de La Mer;FAC/2017/0459;2017-12-04;290485000.0;-290485000.0;MEHMOUD;
Quincaillerie de La Mer;FAC/2019/1815;2019-02-07;78.2;-34718.1;SAFINA ;
Quincaillerie de La Mer;FAC/2017/0365;2017-12-04;705000.0;705000.0;MARC;
Quincaillerie de La Mer;FAC/2017/0255;2017-12-04;62856750.0;62856750.0;MAGASIN QLM ;
Quincaillerie de La Mer;FAC/2017/0348;2017-12-04;1251502.0;1251502.0;MAXI FINISH;
Quincaillerie de La Mer;FAC/2018/7357;2018-08-09;113000.04000000001;113000.04000000001;Cheinmalt distribution;VQLM8354
Quincaillerie de La Mer;FAC/2017/0325;2017-12-04;2409000.0;2409000.0;BMEC (LIAO MANE HONG RANDRIANARIMANANA ALAIN);
Quincaillerie de La Mer;FAC/2018/8397;2018-09-07;44550.0;44550.0;MAISON BAIDJIBAY;VQLM9374
Quincaillerie de La Mer;FAC/2018/8461;2018-09-10;313110.0;313110.0;RECEVEUR DE DOUANE MAX;VQLM9436
Quincaillerie de La Mer;FAC/2018/9180;2018-09-28;11956956.48;11956956.48;ABC IVANDRY;VQLM9609
Quincaillerie de La Mer;FAC/2017/0405;2017-12-04;90000.0;90000.0;MOURTAZA SAFY;
Quincaillerie de La Mer;FAC/2017/0372;2017-12-04;549000.0;549000.0;RFI QLM;
Quincaillerie de La Mer;FAC/2018/10257;2018-10-24;224599.99;224599.99;CAROMAD/QUINCAILLERIE FANORENANA;VQLM11295
Quincaillerie de La Mer;FAC/2018/10416;2018-10-26;1122999.96;1122999.96;Quincaillerie de La Mer;VQLM11454
Quincaillerie de La Mer;FAC/2018/8774;2018-09-18;5025000.0;5025000.0;Quincaillerie de La Mer;VQLM9770
Quincaillerie de La Mer;FAC/2018/6430;2018-07-12;9459999.950000001;9459999.950000001;Quincaillerie de La Mer;VQLM6879
Quincaillerie de La Mer;FAC/2018/11599;2018-11-22;602904.0;19440000.0;NANDJEE SFOI;VQLM12606
Quincaillerie de La Mer;FAC/2018/12928;2018-12-15;40000.0;145000.0;PILATO;VQLM13951
Quincaillerie de La Mer;FAC/2018/10439;2018-10-27;104200.0;104200.0;MASOANDRONAVARATRA;VQLM11134
Quincaillerie de La Mer;FAC/2017/0074;2018-02-04;200000.0;200000.0;COLAS MADAGASCAR;VQLM110
Quincaillerie de La Mer;FAC/2017/0060;2018-02-04;222000.01;222000.01;COLAS MADAGASCAR;VQLM092
Quincaillerie de La Mer;FAC/2017/0311;2017-12-04;3737136.6;3737136.6;COMETAN;
Quincaillerie de La Mer;FAC/2018/6614;2018-07-20;345000.0;345000.0;PHILLIP;VQLM7607
Quincaillerie de La Mer;FAC/2018/13470;2018-12-28;3836160.0;3836160.0;CHEINMALT CHANTIER ANKADIVATO;VQLM14483
Quincaillerie de La Mer;FAC/2018/13468;2018-12-28;2547999.48;2547999.48;CHEINMALT CHANTIER ANKADIVATO;VQLM14482
Quincaillerie de La Mer;FAC/2018/13289;2018-12-24;476700.0;476700.0;CHEINMALT CHANTIER ANKADIVATO;VQLM14299
Quincaillerie de La Mer;FAC/2018/12749;2018-12-12;244999.96;244999.96;CHEINMALT CHANTIER ANKADIVATO;VQLM13765
Quincaillerie de La Mer;FAC/2019/1431;2019-01-30;49633011.2;71960011.2;KOUZEMA SIB;VQLM16040
Quincaillerie de La Mer;FAC/2019/1783;2019-02-07;2700000.0;2700000.0;CHANTIER AMBANJA;VQLM16398
Quincaillerie de La Mer;FAC/2017/0327;2017-12-04;2185000.0;2185000.0;LOGISTIQUE PETROLIERE S.A;
Quincaillerie de La Mer;FAC/2019/2630;2019-02-25;1240000.01;1240000.01;EGEDEN;VQLM17248
Quincaillerie de La Mer;FAC/2018/5179;2018-06-06;960000.04;960000.04;MAISON SARAH;VQLM6138
Quincaillerie de La Mer;FAC/2018/7999;2018-08-28;19997.36;3619998.96;JEAN THIERRY;VQLM8975
Quincaillerie de La Mer;FAC/2019/4687;2019-04-05;117200.0;565200.0;TIP;VQLM19283
Quincaillerie de La Mer;FAC/2019/5580;2019-04-24;494379.55;494379.55;LE CHALET;VQLM20159
Quincaillerie de La Mer;FAC/2019/5480;2019-04-19;431000.0;1431000.0;LE CHALET;VQLM20064
Quincaillerie de La Mer;FAC/2019/5353;2019-04-17;494379.55;494379.55;LE CHALET;VQLM19930
Quincaillerie de La Mer;FAC/2019/4486;2019-04-02;113762.88;113762.88;LE CHALET;VQLM19027
Quincaillerie de La Mer;FAC/2019/4356;2019-03-30;199860.0;199860.0;LE CHALET;VQLM18946
Quincaillerie de La Mer;FAC/2019/4354;2019-03-30;5005313.4;5207561.4;LE CHALET;VQLM18945
Quincaillerie de La Mer;FAC/2018/8128;2018-08-31;1629465.6;1629465.6;Cheinmalt distribution;VQLM9115
Quincaillerie de La Mer;FAC/2019/4214;2019-03-27;168588.0;168588.0;LE CHALET;VQLM18567
Quincaillerie de La Mer;FAC/2019/3595;2019-03-16;1485000.0;1485000.0;LE CHALET;VQLM18190
Quincaillerie de La Mer;FAC/2018/8986;2018-09-24;1108422.0;1108422.0;LE CHALET;VQLM9986
Quincaillerie de La Mer;FAC/2019/5360;2019-04-18;2906148.0;2906148.0;NOSTRA Sarl;VQLM19961
Quincaillerie de La Mer;FAC/2019/9118;2019-07-02;15450067.98;15450067.98;FAZLEABASSE MOUSLIM;VQLM23737
Quincaillerie de La Mer;FAC/2018/12646;2018-12-11;50274.0;50274.0;Cheinmalt distribution;VQLM13670
Quincaillerie de La Mer;FAC/2019/9692;2019-07-11;1122999.96;1122999.96;SHAEDA;VQLM24311
Quincaillerie de La Mer;FAC/2019/10788;2019-07-31;56440.0;56440.0;E.O.I;VQLM25427
Quincaillerie de La Mer;FAC/2019/7847;2019-06-07;1645120.01;1645120.01;E.O.I;VQLM22457
Quincaillerie de La Mer;FAC/2019/7632;2019-06-04;1340740.0;1340740.0;E.O.I;VQLM22239
Quincaillerie de La Mer;FAC/2019/11150;2019-08-06;265920.0;13296000.0;LOVE BUBBLE;VQLM25698
Quincaillerie de La Mer;FAC/2018/7721;2018-08-20;23500.0;23500.0;LAGEOTEC;VQLM8716
Quincaillerie de La Mer;FAC/2018/7584;2018-08-16;1062000.0;1062000.0;LAGEOTEC;VQLM8567
Quincaillerie de La Mer;FAC/2019/12774;2019-09-05;14320.0;14320.0;MIHARY;VQLM27419
Quincaillerie de La Mer;FAC/2019/4995;2019-04-11;0.05;2400000.0500000003;TRANOMBAROTRA HOUSSENI SOARANO;VQLM19592
Quincaillerie de La Mer;FAC/2019/2049;2019-02-13;3059998.56;3059998.56;QUINCAILLERIE TSARAMANDROSO;VQLM16669
Quincaillerie de La Mer;FAC/2019/1982;2019-02-11;7649996.4;7649996.4;QUINCAILLERIE TSARAMANDROSO;VQLM16603
Quincaillerie de La Mer;FAC/2019/1782;2019-02-07;6119997.12;6119997.12;QUINCAILLERIE TSARAMANDROSO;VQLM16410
Quincaillerie de La Mer;FAC/2019/1778;2019-02-07;4752000.0;4752000.0;QUINCAILLERIE TSARAMANDROSO;VQLM16218
Quincaillerie de La Mer;FAC/2019/1377;2019-01-29;13000000.08;13000000.08;QUINCAILLERIE TSARAMANDROSO;VQLM15914
Quincaillerie de La Mer;FAC/2019/1093;2019-01-24;6119997.12;6119997.12;QUINCAILLERIE TSARAMANDROSO;VQLM15709
Quincaillerie de La Mer;FAC/2019/1079;2019-01-24;3059998.56;3059998.56;QUINCAILLERIE TSARAMANDROSO;VQLM15688
Quincaillerie de La Mer;FAC/2019/1052;2019-01-23;5749999.08;5749999.08;QUINCAILLERIE TSARAMANDROSO;VQLM15649
Quincaillerie de La Mer;FAC/2019/0950;2019-01-21;3249999.48;3249999.48;QUINCAILLERIE TSARAMANDROSO;VQLM15564
Quincaillerie de La Mer;FAC/2019/0872;2019-01-18;3059998.56;3059998.56;QUINCAILLERIE TSARAMANDROSO;VQLM15488
Quincaillerie de La Mer;FAC/2019/0871;2019-01-18;6119997.12;6119997.12;QUINCAILLERIE TSARAMANDROSO;VQLM15487
Quincaillerie de La Mer;FAC/2019/0817;2019-01-17;6119997.12;6119997.12;QUINCAILLERIE TSARAMANDROSO;VQLM15431
Quincaillerie de La Mer;FAC/2019/0816;2019-01-17;3059998.56;3059998.56;QUINCAILLERIE TSARAMANDROSO;VQLM15429
Quincaillerie de La Mer;FAC/2019/0814;2019-01-17;3059998.56;3059998.56;QUINCAILLERIE TSARAMANDROSO;VQLM15428
Quincaillerie de La Mer;FAC/2020/3115;2020-02-28;89779.5;89779.5;Cheinmalt distribution;VQLM37090
Quincaillerie de La Mer;FAC/2020/5880;2020-05-01;27102469.32;27102469.32;Cheinmalt distribution;VQLM39802
Quincaillerie de La Mer;FAC/2020/6444;2020-05-14;7200000.72;7200000.72;Cheinmalt distribution;VQLM40483
Quincaillerie de La Mer;FAC/2020/7684;2020-06-08;17665550.94;17665550.94;Cheinmalt distribution;VQLM37146
Quincaillerie de La Mer;FAC/2020/11210;2020-08-18;20900002.2;20900002.2;Cheinmalt distribution;VQLM10414
Quincaillerie de La Mer;FAC/2017/0415;2017-12-04;45000.0;45000.0;HARY PIANO;
Quincaillerie de La Mer;FAC/2020/11207;2020-08-18;221499.9;221499.9;SERVICE TECHNIQUE AMH;VQLM45183
Quincaillerie de La Mer;FAC/2020/11151;2020-08-17;794900.11;794900.11;SERVICE TECHNIQUE AMH;VQLM45184
Quincaillerie de La Mer;FAC/2020/10942;2020-08-13;210550.0;210550.0;SERVICE TECHNIQUE AMH;VQLM44923
Quincaillerie de La Mer;FAC/2020/11132;2020-08-17;1172000.16;1172000.16;SERVICE TECHNIQUE AMH;VQLM43468
Quincaillerie de La Mer;FAC/2020/10337;2020-08-01;48180000.0;48180000.0;A M  HASSANALY ET FILS;VQLM44351
Quincaillerie de La Mer;FAC/2020/10951;2020-08-13;430188.0;430188.0;A M  HASSANALY ET FILS;VQLM44979
Quincaillerie de La Mer;FAC/2020/11354;2020-08-20;13460458.8;13460458.8;CHEINMAR TANA;VQLM12365
Quincaillerie de La Mer;FAC/2020/7469;2020-06-04;156000.1;156000.1;LACOUTURE;VQLM41495
Quincaillerie de La Mer;FAC/2020/11223;2020-08-18;60642.1;864040.0;LACOUTURE;VQLM45232
Quincaillerie de La Mer;FAC/2019/1455;2019-01-31;808920.0;808920.0;Cheinmalt distribution;VQLM16062
Quincaillerie de La Mer;FAC/2019/0776;2019-01-17;6119997.12;6119997.12;QUINCAILLERIE TSARAMANDROSO;VQLM15398
Quincaillerie de La Mer;FAC/2018/12931;2018-12-15;39750000.0;39750000.0;QUINCAILLERIE TSARAMANDROSO;VQLM13840
Quincaillerie de La Mer;FAC/2019/13692;2019-09-23;247200.0;247200.0;MR GILLES LE GOFF;VQLM28344
Quincaillerie de La Mer;FAC/2017/0080;2017-12-04;404150000.0;465617176.29;MAISON SARAH;
Quincaillerie de La Mer;FAC/2019/2492;2019-02-21;857499.9400000001;857499.9400000001;Cheinmalt distribution;VQLM17108
Quincaillerie de La Mer;FAC/2019/6398;2019-05-10;1365000.08;1365000.08;Cheinmalt distribution;VQLM21001
Quincaillerie de La Mer;FAC/2019/6799;2019-05-18;28800000.0;28800000.0;Cheinmalt distribution;VQLM21402
Quincaillerie de La Mer;FAC/2019/8087;2019-06-13;317557.44;317557.44;Cheinmalt distribution;VQLM22706
Quincaillerie de La Mer;FAC/2020/3114;2020-02-28;2039943.6;2039943.6;Cheinmalt distribution;VQLM37246
Quincaillerie de La Mer;FAC/2019/6591;2019-05-15;13569.41;95010.05;VILLA NOFY;VQLM21196
Quincaillerie de La Mer;FAC/2019/6951;2019-05-21;67860.0;67860.0;VILLA NOFY;VQLM21553
Quincaillerie de La Mer;FAC/2020/4486;2020-03-23;95000.0;95000.0;HI TECH;VQLM38592
Quincaillerie de La Mer;FAC/2020/6514;2020-05-15;243000.0;243000.0;HI TECH;VQLM40553
Quincaillerie de La Mer;FAC/2018/10858;2018-11-06;65500.01;65500.01;RINA QLM;VQLM11885
Quincaillerie de La Mer;FAC/2019/13627;2019-09-21;221401.0;643401.0;RINA QLM;VQLM28285
Quincaillerie de La Mer;FAC/2020/10741;2020-08-10;100000.0;100000.0;HI TECH;VQLM44755
Quincaillerie de La Mer;FAC/2020/11250;2020-08-19;124000.01000000001;126237.77;HERMANN;VQLM45275
Quincaillerie de La Mer;FAC/2018/7684;2018-08-18;99000.0;99000.0;NEC (Nouvelle Entreprise de Construction);VQLM8680
Quincaillerie de La Mer;FAC/2017/0264;2017-12-04;39090200.0;39090200.0;NEC (Nouvelle Entreprise de Construction);
Quincaillerie de La Mer;FAC/2019/7861;2019-06-08;112300.0;112300.0;NEC (Nouvelle Entreprise de Construction);VQLM22473
Quincaillerie de La Mer;FAC/2019/8132;2019-06-13;112300.0;112300.0;NEC (Nouvelle Entreprise de Construction);VQLM22751
Quincaillerie de La Mer;FAC/2019/17634;2019-11-30;722400.0;722400.0;NEC (Nouvelle Entreprise de Construction);VQLM30850
Quincaillerie de La Mer;FAC/2020/10103;2020-07-28;10416.0;10416.0;NEC (Nouvelle Entreprise de Construction);VQLM44087
Quincaillerie de La Mer;FAC/2020/8160;2020-06-18;181440.0;181440.0;SERTEX S.A.R.L;VQLM42183
Quincaillerie de La Mer;FAC/2020/9414;2020-07-15;635040.0;635040.0;SERTEX S.A.R.L;VQLM43426
Quincaillerie de La Mer;FAC/2020/8427;2020-06-24;181440.0;181440.0;SERTEX S.A.R.L;VQLM42445
Quincaillerie de La Mer;FAC/2020/6411;2020-05-13;3.0;24750003.0;BAYA;VQLM40383
Quincaillerie de La Mer;FAC/2019/5235;2019-04-16;130000.0;130000.0;MOUSTAFA DISCOGI;VQLM19836
Quincaillerie de La Mer;FAC/2019/15549;2019-10-25;425000.02;425000.02;3M SARLU;VQLM30229
Quincaillerie de La Mer;FAC/2018/11541;2018-11-21;60150.0;60150.0;MOUSTAFA DISCOGI;VQLM12552
Quincaillerie de La Mer;FAC/2019/0272;2019-01-07;5520000.0;5520000.0;MOUSTAFA DISCOGI;VQLM14909
Quincaillerie de La Mer;FAC/2020/8794;2020-07-03;235998.88;235998.88;YOUSSOUF TAPORY;VQLM42818
Quincaillerie de La Mer;FAC/2020/9092;2020-07-09;353998.32;353998.32;YOUSSOUF TAPORY;VQLM43128
Quincaillerie de La Mer;FAC/2020/4862;2020-04-04;2428800.0;2428800.0;YVES CHRYSOSTOME;VQLM38949
Quincaillerie de La Mer;FAC/2020/9090;2020-07-09;765595.2000000001;765595.2000000001;YVES CHRYSOSTOME;VQLM42848
Quincaillerie de La Mer;FAC/2020/9063;2020-07-09;398400.0;398400.0;TECHMARINE;VQLM42983
Quincaillerie de La Mer;FAC/2019/5640;2019-04-25;411458.4;411458.4;MOUSTAFA DISCOGI;VQLM20239
Quincaillerie de La Mer;FAC/2020/8711;2020-07-01;195021.22;195021.22;SFI-SA;VQLM42682
Quincaillerie de La Mer;FAC/2020/7688;2020-06-09;60000.19;60000.19;FATIMABAY AKBARALLY;VQLM41637
Quincaillerie de La Mer;FAC/2020/8284;2020-06-20;10561200.0;10561200.0;MAGASIN CASCADEUR;VQLM42310
Quincaillerie de La Mer;FAC/2019/16938;2019-11-20;640000.08;640000.08;FREDY;VQLM31637
Quincaillerie de La Mer;FAC/2019/15372;2019-10-22;660000.24;660000.24;SOAMAZAVA;VQLM30040
Quincaillerie de La Mer;FAC/2020/7565;2020-06-06;932.35;28029681.6;HATIM ALIBAY;VQLM41590
